	Lineage
id2860286	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_ES-001; 2860286
id217204	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_insolitus; 217204
id1881016	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_MFA1_R4; 1881016
id1389922	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_mucicolens; 1389922
id1353889	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_pestifer; 1353889
id72557	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_ruhlandii; 72557
id222	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_sp; 222
id217203	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_spanius; 217203
id85698	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Achromobacter; Achromobacter_xylosoxidans; 85698
id290425	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Advenella; Advenella_sp; 290425
id323284	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes; Alcaligenes_aquatilis; 323284
id511	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes; Alcaligenes_faecalis; 511
id2918755	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes; Alcaligenes_NLF5-7; 2918755
id2991054	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes; Alcaligenes_SMD-FA; 2991054
id507	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Alcaligenes; Alcaligenes_sp; 507
id521	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_avium; 521
id463025	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_bronchialis; 463025
id518	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_bronchiseptica; 518
id463014	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_flabilis; 463014
id463040	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_genomosp._13; 463040
id463024	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_genomosp._6; 463024
id1416806	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_genomosp._8; 1416806
id1416803	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_genomosp._9; 1416803
id1697043	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_H567; 1697043
id103855	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_hinzii; 103855
id35814	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_holmesii; 35814
id1746199	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_N; 1746199
id519	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_parapertussis; 519
id520	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_pertussis; 520
id94624	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_petrii; 94624
id1331258	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_pseudohinzii; 1331258
id517	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_sp; 517
id123899	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella; Bordetella_trematum; 123899
id75697	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Castellaniella; Castellaniella_defragrans; 75697
id206506	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Kerstersia; Kerstersia_gyiorum; 206506
id2901142	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Paralcaligenes; Paralcaligenes_KSB-10; 2901142
id2488560	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Pigmentiphaga; Pigmentiphaga_H8; 2488560
id2716226	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Pusillimonas; Pusillimonas_DMV24BSW_D; 2716226
id2028345	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Pusillimonas; Pusillimonas_thiosulfatoxidans; 2028345
id84590	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Taylorella; Taylorella_asinigenitalis; 84590
id29575	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Taylorella; Taylorella_equigenitalis; 29575
id29574	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Taylorella; Taylorella_sp; 29574
id506	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; NA; Alcaligenaceae_sp; 506
id152480	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_ambifaria; 152480
id95486	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_cenocepacia; 95486
id292	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_cepacia; 292
id488447	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_contaminans; 488447
id337	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_glumae; 337
id1705310	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_IDO3; 1705310
id482957	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_lata; 482957
id488446	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_latens; 488446
id13373	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_mallei; 13373
id87883	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_multivorans; 87883
id28450	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_pseudomallei; 28450
id60550	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_pyrrocinia; 60550
id2906514	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_S-53; 2906514
id32008	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_sp; 32008
id1503055	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_territorii; 1503055
id57975	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_thailandensis; 57975
id60552	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia_vietnamiensis; 60552
id1827195	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Caballeronia; Caballeronia_sp; 1827195
id82541	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus; Cupriavidus_gilardii; 82541
id119219	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus; Cupriavidus_metallidurans; 119219
id1796606	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus; Cupriavidus_nantongensis; 1796606
id82633	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus; Cupriavidus_pauculus; 82633
id876364	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus; Cupriavidus_USMAA2-4; 876364
id134537	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia; Paraburkholderia_fungorum; 134537
id252970	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia; Paraburkholderia_phenoliruptrix; 252970
id148447	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia; Paraburkholderia_phymatum; 148447
id1822464	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia; Paraburkholderia_sp; 1822464
id311230	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia; Paraburkholderia_terrae; 311230
id36873	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia; Paraburkholderia_xenovorans; 36873
id44013	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Polynucleobacter; Polynucleobacter_sp; 44013
id305	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia_solanacearum; 305
id48736	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia_sp; 48736
id119060	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; NA; Burkholderiaceae_sp; 119060
id80867	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; Acidovorax_avenae; 80867
id80869	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; Acidovorax_citrulli; 80869
id80878	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; Acidovorax_temperans; 80878
id2738413	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; Acidovorax_YS12; 2738413
id179636	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Alicycliphilus; Alicycliphilus_denitrificans; 179636
id225991	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; Comamonas_aquatica; 225991
id2853163	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; Comamonas_NLF-1-9; 2853163
id2597701	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; Comamonas_NLF-7-7; 2597701
id283	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; Comamonas_sp; 283
id558537	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia; Delftia_lacustris; 558537
id80865	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia; Delftia_sp; 80865
id1288495	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Diaphorobacter; Diaphorobacter_aerolatus; 1288495
id2714924	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Diaphorobacter; Diaphorobacter_HDW4A; 2714924
id2735554	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Diaphorobacter; Diaphorobacter_JS3050; 2735554
id1267217	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Melaminivora; Melaminivora_jejuensis; 1267217
id2109913	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Melaminivora; Melaminivora_suipulveris; 2109913
id34073	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax; Variovorax_paradoxus; 34073
id80864	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; NA; Comamonadaceae_sp; 80864
id1707785	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; Massilia_WG5; 1707785
id2975441	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sphaerotilaceae; NA; Sphaerotilaceae_sp; 2975441
id80840	Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; NA; NA; Burkholderiales_sp; 80840
id504	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella; Kingella_kingae; 504
id265175	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Kingella; Kingella_potus; 265175
id492	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_animalis; 492
id326522	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_animaloris; 326522
id267212	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_bacilliformis; 267212
id2666100	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_brasiliensis; 2666100
id493	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_canis; 493
id1853278	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_chenwenguii; 1853278
id483	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_cinerea; 483
id2912675	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_Dent_CA1/247; 2912675
id194197	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_dentiae; 194197
id1931275	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_dumasiana; 1931275
id495	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_elongata; 495
id484	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_flavescens; 484
id485	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_gonorrhoeae; 485
id655307	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_KEM232; 655307
id486	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_lactamica; 486
id496	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_macacae; 496
id487	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_meningitidis; 487
id488	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_mucosa; 488
id1815583	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_musculi; 1815583
id641148	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_oral_taxon_014; 641148
id490	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_sicca; 490
id482	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_sp; 482
id28449	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_subflava; 28449
id607711	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_wadsworthii; 607711
id28091	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_weaveri; 28091
id1853276	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_weixii; 1853276
id640030	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_zalophi; 640030
id2912188	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_ZJ106; 2912188
id481	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; Neisseriaceae; NA; Neisseriaceae_sp; 481
id206351	Bacteria; Pseudomonadota; Betaproteobacteria; Neisseriales; NA; NA; Neisseriales_sp; 206351
id32003	Bacteria; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; NA; NA; Nitrosomonadales_sp; 32003
id2591109	Bacteria; Pseudomonadota; Betaproteobacteria; NA; Casimicrobiaceae; Casimicrobium; Casimicrobium_huifangae; 2591109
id28216	Bacteria; Pseudomonadota; Betaproteobacteria; NA; NA; NA; Betaproteobacteria_sp; 28216
id648	Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas_caviae; 648
id645	Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas; Aeromonas_salmonicida; 645
id135624	Bacteria; Pseudomonadota; Gammaproteobacteria; Aeromonadales; NA; NA; Aeromonadales_sp; 135624
id38313	Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella; Shewanella_algae; 38313
id22	Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella; Shewanella_sp; 22
id332186	Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella; Shewanella_xiamenensis; 332186
id1486991	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis; Sodalis_pierantonius; 1486991
id565	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Atlantibacter; Atlantibacter_hermannii; 565
id1778263	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Candidatus_Hoaglandella; Hoaglandella_endobia; 1778263
id35703	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter_amalonaticus; 35703
id1748967	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter_cronae; 1748967
id546	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter_freundii; 546
id544	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter_sp; 544
id2562449	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter_tructae; 2562449
id184912	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter; Citrobacter_TSA-1; 184912
id61645	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_asburiae; 61645
id1686399	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_BIDMC100; 1686399
id550	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_cloacae; 550
id158836	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_hormaechei; 158836
id2724468	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_JUb54; 2724468
id299767	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_ludwigii; 299767
id1812935	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_roggenkampii; 1812935
id547	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter_sp; 547
id208962	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia_albertii; 208962
id562	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia_coli; 562
id2044467	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia_E4742; 2044467
id564	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia_fergusonii; 564
id1499973	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia_marmotae; 1499973
id2725997	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia_SCLE84; 2725997
id561	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Escherichia_sp; 561
id548	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella; Klebsiella_aerogenes; 548
id573	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella; Klebsiella_pneumoniae; 573
id570	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella; Klebsiella_sp; 570
id61648	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kluyvera; Kluyvera_intermedia; 61648
id1158459	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Kosakonia; Kosakonia_sacchari; 1158459
id2891570	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Pseudocitrobacter; Pseudocitrobacter_corydidari; 2891570
id2923366	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Raoultella; Raoultella_HC6; 2923366
id54291	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Raoultella; Raoultella_ornithinolytica; 54291
id28901	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella_enterica; 28901
id590	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella_sp; 590
id621	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella_boydii; 621
id622	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella_dysenteriae; 622
id623	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella_flexneri; 623
id2906475	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella_PIB; 2906475
id624	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella_sonnei; 624
id620	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella; Shigella_sp; 620
id543	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; NA; Enterobacteriaceae_sp; 543
id553	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; Pantoea_ananatis; 553
id592316	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Pantoea; Pantoea_At-9b; 592316
id1903409	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; NA; Erwiniaceae_sp; 1903409
id638	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Arsenophonus; Arsenophonus_nasoniae; 638
id582	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Morganella; Morganella_morganii; 582
id584	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus; Proteus_mirabilis; 584
id583	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus; Proteus_sp; 583
id351671	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Xenorhabdus; Xenorhabdus_doucetiae; 351671
id78398	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Pectobacterium; Pectobacterium_odoriferum; 78398
id631	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia_intermedia; 631
id91347	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; NA; NA; Enterobacterales_sp; 91347
id446	Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella; Legionella_pneumophila; 446
id421	Bacteria; Pseudomonadota; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomonas; Methylomonas_methanica; 421
id2563897	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_10FS3-1; 2563897
id470	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_baumannii; 470
id29430	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_haemolyticus; 29430
id756892	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_indicus; 756892
id40214	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_johnsonii; 40214
id40215	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_junii; 40215
id2715163	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_lanii; 2715163
id1789224	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_larvae; 1789224
id28090	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_lwoffii; 28090
id1827285	Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter_MYb10; 1827285
