	geneNAME	S1	S28	S6
K15770	cycB, ganO, mdxE; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	84.4546	418.868	421.158
K15771	ganP, mdxF; arabinogalactan oligomer / maltooligosaccharide transport system permease protein	57.0518	580.864	610.139
K15772	ganQ, mdxG; arabinogalactan oligomer / maltooligosaccharide transport system permease protein	49.4149	433.369	724.51
K15773	hipB; HTH-type transcriptional regulator / antitoxin HipB	71.8763	12.4293	13.7441
K15777	DODA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]	199.007	53.4461	4.41774
K15778	pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	213.832	103.992	514.912
K15780	tilS-hprT; bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]	81.31	676.984	639.591
K15784	doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]	105.568	0	0
K15785	doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]	8.98453	0	0
K15789	TDH; threonine 3-dehydrogenase [EC:1.1.1.103]	9.88299	0	0
K15792	murEF; MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]	298.286	0	0
K15828	hycC; formate hydrogenlyase subunit 3	5.39072	0	0
K15829	hycD; formate hydrogenlyase subunit 4	3.14459	0	0
K15830	hycE; formate hydrogenlyase subunit 5	5.83995	0	4.41774
K15832	hycG; formate hydrogenlyase subunit 7	8.53531	0	0
K15835	murR; RpiR family transcriptional regulator, murPQ operon repressor	0	0	9.8172
K15836	fhlA; formate hydrogenlyase transcriptional activator	14.8245	0	0
K15856	rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]	0	16.5724	0
K15862	ccoNO; cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]	0	0	11.7806
K15864	nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]	64.6886	0	0
K15866	paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	647.785	155.781	238.067
K15876	nrfH; cytochrome c nitrite reductase small subunit	48.9657	0	59.3941
K15894	pseB, wbjB; UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	78.6147	0	141.368
K15895	pseC; UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase [EC:2.6.1.92]	0	0	15.7075
K15896	pseH; UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [EC:2.3.1.202]	13.0276	0	0
K15897	pseG; UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]	26.0551	0	115.352
K15898	pseI, neuB3; pseudaminic acid synthase [EC:2.5.1.97]	154.983	0	153.639
K15899	pseF; pseudaminic acid cytidylyltransferase [EC:2.7.7.81]	0	0	48.1043
K15910	pglE; UDP-N-acetylbacillosamine transaminase [EC:2.6.1.34]	0	0	60.3758
K15912	pglF; UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]	0	0	30.9242
K15913	pglD; UDP-N-acetylbacillosamine N-acetyltransferase [EC:2.3.1.203]	0	0	45.1591
K15914	pglA; N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]	0	0	18.6527
K15915	pglC; undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]	4.94149	9.11484	7.3629
K15916	pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	0	63.3896	0
K15918	GLYK; D-glycerate 3-kinase [EC:2.7.1.31]	1.79691	0	0
K15921	xynD; arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]	29.1997	0	0
K15922	yihQ; sulfoquinovosidase [EC:3.2.1.199]	15.7229	0	0
K15923	AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]	554.795	694.385	92.7726
K15924	xynC; glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]	42.2273	0	0
K15973	mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor	1.79691	401.467	357.346
K15975	K15975; glyoxalase family protein	0	645.496	584.614
K15977	K15977; putative oxidoreductase	392.624	279.66	250.83
K15981	CYP125A; cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.29]	0	83.6908	0
K15982	kshA; 3-ketosteroid 9alpha-monooxygenase subunit A [EC:1.14.15.30]	0	116.836	0
K15983	kshB; 3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.15.30]	0	52.2032	0
K15984	rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]	0	35.6307	154.621
K15986	ppaC; manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]	200.804	484.744	380.908
K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]	272.681	161.581	28.9608
K16011	algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	66.9348	0	2.4543
K16012	cydC; ATP-binding cassette, subfamily C, bacterial CydC	181.488	394.838	189.963
K16013	cydD; ATP-binding cassette, subfamily C, bacterial CydD	305.923	722.972	364.218
K16014	cydCD; ATP-binding cassette, subfamily C, bacterial CydCD	80.4116	362.936	25.0339
K16017	rifM, asm45; AHBA synthesis associated protein	0	43.0883	0
K16019	rifH; 3,4-Dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate synthase	0	124.293	0
K16029	asmA; ansamitocin polyketide synthase A	0	100.263	0
K16037	asm11; 4,5-epoxidase	21.1137	0	0
K16042	nleH; non-LEE-encoded effector NleH	1.79691	0	0
K16044	iolW; scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]	33.692	0	21.107
K16045	hsd; 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	0	66.704	0
K16047	hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]	11.2307	35.2164	0
K16048	hsaB; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component [EC:1.5.1.-]	0	78.3047	0
K16049	hsaC; 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase [EC:1.13.11.25]	0	73.7473	0
K16050	hsaD; 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase [EC:3.7.1.17]	0	50.5459	0
K16051	tesI; 3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5]	0	76.6475	0
K16052	ynaI, mscMJ; MscS family membrane protein	247.524	117.25	362.255
K16053	ybdG, mscM; miniconductance mechanosensitive channel	357.584	94.8772	4.9086
K16055	TPS; trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]	10.7814	87.4196	29.9425
K16066	ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]	20.6644	0	228.25
K16076	nmpC, ompD; outer membrane porin protein LC	8.98453	0	0
K16079	omp31; outer membrane immunogenic protein	0	0	112.898
K16087	TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein	454.168	0	2415.52
K16088	TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid	358.483	86.1766	217.942
K16089	TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins	535.927	591.636	555.654
K16090	fiu; catecholate siderophore receptor	1004.92	152.466	141.859
K16091	fecA; Fe(3+) dicitrate transport protein	30.5474	0	1.96344
K16092	btuB; vitamin B12 transporter	207.093	49.7173	138.423
K16135	dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA	250.219	0	0
K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon	369.264	17.4011	12.2715
K16138	uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon	2.24613	0	0
K16139	uidB, gusB; glucuronide carrier protein	80.4116	0	0
K16146	pep2; maltokinase [EC:2.7.1.175]	0	60.9037	8.83548
K16147	glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]	243.032	175.668	15.7075
K16148	glgM; alpha-maltose-1-phosphate synthase [EC:2.4.1.342]	0	71.6758	1.96344
K16149	K16149; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	27.4028	0	0
K16150	K16150; glycogen synthase [EC:2.4.1.11]	77.7162	0	0
K16152	hasR; heme acquisition protein HasR	5.83995	0	0
K16153	K16153; glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]	212.035	61.7323	113.88
K16161	mmoC; methane monooxygenase component C [EC:1.14.13.25]	0	55.1033	0
K16163	K16163; maleylpyruvate isomerase [EC:5.2.1.4]	0	33.5592	0
K16164	K16164; acylpyruvate hydrolase [EC:3.7.1.5]	0	39.7738	1.96344
K16165	nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]	267.739	0	12.2715
K16168	bpsB, srsB; methyltransferase	0	239.886	186.036
K16169	pbuX; xanthine permease	75.4701	366.665	63.8118
K16171	faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]	9.88299	0	1.96344
K16176	mtmB; methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248]	0	0	1.96344
K16179	mtbC; dimethylamine corrinoid protein	13.926	0	0
K16180	pylB; methylornithine synthase [EC:5.4.99.58]	1.79691	0	0
K16182	pylD; 3-methylornithyl-N6-L-lysine dehydrogenase [EC:1.4.1.-]	0	0	33.3785
K16190	GLCAK; glucuronokinase [EC:2.7.1.43]	0	0	16.1984
K16202	dppD; dipeptide transport system ATP-binding protein	112.756	10.7721	0
K16203	dppA1; D-amino peptidase [EC:3.4.11.-]	132.522	15.7438	0
K16209	lacS, galP, rafP; lactose/raffinose/galactose permease	21.1137	52.2032	8.83548
K16210	togT, rhiT; oligogalacturonide transporter	53.9072	0	15.7075
K16211	malY, malT; maltose/moltooligosaccharide transporter	66.0363	109.378	152.167
K16212	mgp; 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]	101.076	0	6.38118
K16213	cbe, mbe; cellobiose epimerase [EC:5.1.3.11]	41.3288	0	36.8145
K16214	pezT; UDP-N-acetylglucosamine kinase [EC:2.7.1.176]	0	48.8887	154.13
K16216	yueD; benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]	0	0	1.96344
K16234	hutT; histidine transporter	3.59381	46.4028	0
K16235	mmuP; S-methylmethionine transporter	7.18763	45.5742	197.326
K16236	hutM; histidine permease	0	0	191.435
K16237	aroP; aromatic amino acid permease	0	0	8.34462
K16238	eat, eutP; ethanolamine permease	45.8211	0	5.89032
K16239	bsdC; 4-hydroxybenzoate decarboxylase subunit C [EC:4.1.1.61]	3.59381	0	0
K16246	dmpP, poxF, tomA5; phenol/toluene 2-monooxygenase (NADH) P5/A5 [EC:1.14.13.244 1.14.13.243]	0	26.9302	6.87204
K16248	gutA, gutP; probable glucitol transport protein GutA	35.4889	0	0
K16257	mxaC; mxaC protein	87.15	0	0
K16263	yjeH; amino acid efflux transporter	1.79691	0	0
K16264	czcD, zitB; cobalt-zinc-cadmium efflux system protein	79.0639	703.5	288.135
K16267	zipB; zinc and cadmium transporter	151.389	0	0
K16268	todC2, bedC2, tcbAb; benzene/toluene/chlorobenzene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11 1.14.12.26]	82.6577	0	0
K16269	todD, tcbB; cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119]	54.3564	0	0
K16291	erfK; L,D-transpeptidase ErfK/SrfK	1.79691	0	0
K16301	efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]	1.79691	202.184	217.451
K16303	cmtAc; p-cumate 2,3-dioxygenase subunit beta [EC:1.14.12.25]	15.7229	7.45759	0
K16319	andAc; anthranilate 1,2-dioxygenase large subunit [EC:1.14.12.1]	278.071	0	0
K16320	andAd; anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1]	166.663	7.45759	0
K16322	pit; low-affinity inorganic phosphate transporter	286.607	0	0
K16323	yxjA, nupG; purine nucleoside transport protein	0	260.601	1.96344
K16324	psuT; putative pseudouridine transporter	8.53531	0	0
K16325	nupX; nucleoside permease	8.53531	0	0
K16326	yeiL; CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator	3.14459	0	0
K16328	psuK; pseudouridine kinase [EC:2.7.1.83]	65.5871	162.824	126.151
K16329	psuG; pseudouridylate synthase [EC:4.2.1.70]	19.766	123.879	8.83548
K16345	xanP; xanthine permease XanP	222.367	91.5627	192.908
K16346	xanQ; xanthine permease XanQ	4.04304	0	0
K16347	ecnA; entericidin A	90.2945	0	0
K16348	ecnB; entericidin B	90.2945	0	9.8172
K16363	lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]	75.4701	24.8586	76.0833
K16365	SGTA; small glutamine-rich tetratricopeptide repeat-containing protein alpha	1.79691	0	0
K16370	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]	2.24613	0	19.1435
K16371	gatZ-kbaZ; D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ	3.59381	0	0
K16422	hmo, nocN; 4-hydroxymandelate oxidase [EC:1.1.3.46]	6.28917	39.7738	0
K16426	dpgD; dehydration protein DpgD	0	19.0583	0
K16435	evaA, eryBVI, tylCVI, tylX3, staJ; dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase [EC:4.2.1.159]	0	46.8171	0
K16509	spxA; regulatory protein spx	0	365.422	504.604
K16511	mecA1_2; adapter protein MecA 1/2	8.08608	351.75	295.007
K16514	galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]	61.544	0	0
K16515	galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]	56.1533	0	0
K16516	galR; LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway	57.9502	0	0
K16554	exoP, vpsO; polysaccharide biosynthesis transport protein [EC:2.7.10.3]	11.2307	0	0
K16555	exoO; succinoglycan biosynthesis protein ExoO [EC:2.4.-.-]	0	35.2164	0
K16556	exoM; succinoglycan biosynthesis protein ExoM [EC:2.4.-.-]	26.9536	0	0
K16557	exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]	0	0	9.8172
K16558	exoL; succinoglycan biosynthesis protein ExoL [EC:2.-.-.-]	0	0	9.8172
K16623	ntnH; botulinum neurotoxin type non-toxic component	22.4613	0	0
K16648	aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]	0	60.4894	12.2715
K16649	glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]	0	55.932	0
K16650	glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]	0	138.38	8.34462
K16651	pduX; L-threonine kinase [EC:2.7.1.177]	59.7471	0	0
K16652	dprE2; decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]	0	16.5724	6.38118
K16653	dprE1; decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]	0	0	4.9086
K16692	etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]	45.3719	72.9187	68.7204
K16693	wzxE; enterobacterial common antigen flippase	0	0	71.1747
K16695	wzxC; lipopolysaccharide exporter	6.7384	16.1581	0
K16698	tuaG; teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]	0	0	65.2844
K16703	wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-]	14.8245	0	0
K16704	rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]	0	0	41.2323
K16705	tuaE; teichuronic acid biosynthesis protein TuaE	67.384	0	0
K16707	amsG, cpsA; UDP-galactose-lipid carrier transferase	0	0	4.9086
K16710	wcaK, amsJ; colanic acid/amylovoran biosynthesis protein WcaK/AmsJ	29.1997	0	0
K16711	wcaM; colanic acid biosynthesis protein WcaM	5.39072	0	0
K16783	bioN; biotin transport system permease protein	208.89	59.6608	0
K16784	bioM; biotin transport system ATP-binding protein [EC:7.6.2.-]	115.002	66.2897	5.39946
K16785	ecfT; energy-coupling factor transport system permease protein	267.29	1071.41	1090.2
K16786	ecfA1; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	379.596	1687.49	1412.7
K16787	ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]	526.943	1815.51	1775.44
K16788	niaX; niacin transporter	66.0363	164.896	585.596
K16789	thiT; thiamine transporter	12.5783	57.1749	360.782
K16840	hpxQ; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase [EC:4.1.1.97]	8.08608	0	0
K16841	hpxA; allantoin racemase [EC:5.1.99.3]	0	11.6007	0
K16843	slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]	96.1345	57.1749	0
K16844	comC; (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]	169.808	0	0
K16845	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]	45.3719	0	20.1253
K16846	suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	276.274	0	0
K16849	uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]	26.5044	0	22.0887
K16850	uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]	151.389	0	34.3602
K16868	tehB; tellurite methyltransferase [EC:2.1.1.265]	0	63.8039	409.377
K16869	lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]	0	483.086	602.285
K16870	wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	0	0	7.3629
K16871	POP2; 4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]	226.41	0	0
K16872	E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207]	0	39.7738	3.43602
K16873	hmfH; 5-(hydroxymethyl)furfural/furfural oxidase [EC:1.1.3.47 1.1.3.-]	0	52.6175	0
K16877	hmfA; 2-furoyl-CoA dehydrogenase large subunit [EC:1.3.99.8]	1.79691	0	0
K16879	hmfC; 2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit [EC:1.3.99.8]	1.79691	0	0
K16881	K16881; mannose-1-phosphate guanylyltransferase / phosphomannomutase [EC:2.7.7.13 5.4.2.8]	138.362	0	0
K16898	addA; ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]	295.142	1190.73	899.256
K16899	addB; ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-]	399.362	805.42	864.405
K16904	DCTPP1; dCTP diphosphatase [EC:3.6.1.12]	0	13.2579	0
K16906	K16906; fluoroquinolone transport system permease protein	14.3753	0	0
K16907	K16907; fluoroquinolone transport system ATP-binding protein [EC:7.6.2.-]	8.98453	0	22.5796
K16915	cbiL; nickel transport protein	0	0	19.6344
K16916	yydJ; putative peptide transport system permease protein	0	109.378	0
K16917	yydI; putative peptide transport system ATP-binding protein	0	189.754	0
K16922	yydH; putative peptide zinc metalloprotease protein	98.3806	14.9152	12.2715
K16923	qrtT; energy-coupling factor transport system substrate-specific component	15.2737	39.3595	133.514
K16924	mtsT; energy-coupling factor transport system substrate-specific component	22.4613	541.919	302.37
K16925	ykoE; energy-coupling factor transport system permease protein	35.0397	300.79	104.062
K16926	htsT; energy-coupling factor transport system substrate-specific component	0	133.408	145.295
K16927	cbrT; energy-coupling factor transport system substrate-specific component	21.5629	38.1166	1.96344
K16936	doxA; thiosulfate dehydrogenase (quinone) small subunit [EC:1.8.5.2]	59.2979	0	0
K16937	doxD; thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]	67.384	257.287	0
K16950	asrA; anaerobic sulfite reductase subunit A	233.149	0	12.2715
K16951	asrB; anaerobic sulfite reductase subunit B	208.441	0	21.5978
K16956	tcyJ; L-cystine transport system substrate-binding protein	0	43.0883	0
K16957	tcyK; L-cystine transport system substrate-binding protein	0	73.7473	85.4097
K16958	tcyL; L-cystine transport system permease protein	4.04304	12.4293	80.0102
K16959	tcyM; L-cystine transport system permease protein	0	11.6007	21.107
K16960	tcyN; L-cystine transport system ATP-binding protein [EC:7.4.2.1]	4.49227	110.621	251.811
K16961	yxeM; putative S-methylcysteine transport system substrate-binding protein	46.2703	43.0883	9.8172
K16962	yxeN; putative S-methylcysteine transport system permease protein	40.4304	12.4293	154.13
K16963	yxeO; putative S-methylcysteine transport system ATP-binding protein	23.3598	28.1731	16.1984
K16968	msmA; methanesulfonate monooxygenase subunit alpha [EC:1.14.13.111]	27.4028	0	0
K16969	msmB; methanesulfonate monooxygenase subunit beta [EC:1.14.13.111]	64.6886	0	0
K17050	serA, clrA; selenate/chlorate reductase subunit alpha [EC:1.97.1.9 1.97.1.1]	346.354	0	0
K17051	serB, clrB; selenate/chlorate reductase subunit beta [EC:1.97.1.9 1.97.1.1]	186.429	0	0
K17063	bgtA; arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]	0	0	2.94516
K17067	mdo; formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]	0	0	12.7624
K17073	lysX1; putative lysine transport system substrate-binding protein	36.3874	224.971	412.323
K17074	lysX2; putative lysine transport system permease protein	23.809	185.197	334.276
K17076	lysY; putative lysine transport system ATP-binding protein	23.809	151.223	309.242
K17103	CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	327.935	46.8171	268.991
K17108	GBA2; non-lysosomal glucosylceramidase [EC:3.2.1.45]	91.193	0	0
K17195	alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]	0	0	29.9425
K17204	eryE; erythritol transport system ATP-binding protein	24.2582	0	0
K17206	xltB; putative xylitol transport system permease protein	7.18763	0	0
K17207	xltA; putative xylitol transport system ATP-binding protein	5.39072	0	0
K17208	ibpA; inositol transport system substrate-binding protein	0	0	17.1801
K17209	iatP; inositol transport system permease protein	6.28917	70.4328	15.7075
K17210	iatA; inositol transport system ATP-binding protein	12.1291	0	27.979
K17213	K17213; inositol transport system substrate-binding protein	72.3255	26.9302	101.117
K17214	K17214; inositol transport system permease protein	49.4149	0	46.1409
K17215	K17215; inositol transport system ATP-binding protein	37.2858	0	28.4699
K17216	mccA; cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]	63.7902	289.189	44.6683
K17217	mccB; cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]	8.53531	307.833	36.3237
K17218	sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]	1.79691	88.6625	20.1253
K17228	sfnG; dimethylsulfone monooxygenase [EC:1.14.14.35]	0	110.207	0
K17237	inoE; inositol-phosphate transport system substrate-binding protein	0	312.805	357.346
K17238	inoF; inositol-phosphate transport system permease protein	0	35.6307	31.9059
K17240	inoK; inositol-phosphate transport system ATP-binding protein	14.8245	0	134.987
K17242	aguF; alpha-1,4-digalacturonate transport system permease protein	170.257	0	3.43602
K17243	aguG; alpha-1,4-digalacturonate transport system permease protein	0	2.90018	147.749
K17244	chiE; putative chitobiose transport system substrate-binding protein	269.087	0	0
K17245	chiF; putative chitobiose transport system permease protein	170.706	0	0
K17247	msrQ; methionine sulfoxide reductase heme-binding subunit	198.558	0	42.7048
K17248	pglJ; N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291]	8.08608	24.03	32.8876
K17249	pglH; GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase [EC:2.4.1.292]	0	0	15.2167
K17250	pglI; GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]	0	0	25.5247
K17251	pglB; undecaprenyl-diphosphooligosaccharide---protein glycotransferase [EC:2.4.99.19]	0	0	39.2688
K17285	SELENBP1; methanethiol oxidase [EC:1.8.3.4]	1.79691	0	0
K17315	gtsA, glcE; glucose/mannose transport system substrate-binding protein	0	0	12.2715
K17316	gtsB, glcF; glucose/mannose transport system permease protein	9.43376	0	2.4543
K17317	gtsC, glcG; glucose/mannose transport system permease protein	0	0	8.34462
K17318	lplA; putative aldouronate transport system substrate-binding protein	211.586	311.976	556.145
K17319	lplB; putative aldouronate transport system permease protein	126.682	201.769	517.367
K17320	lplC; putative aldouronate transport system permease protein	78.1654	221.242	354.401
K17321	glpV; glycerol transport system substrate-binding protein	169.358	0	0
K17322	glpP; glycerol transport system permease protein	87.15	0	0
K17323	glpQ; glycerol transport system permease protein	82.6577	0	0
K17324	glpS; glycerol transport system ATP-binding protein	229.555	6.21466	0
K17325	glpT; glycerol transport system ATP-binding protein	154.085	0	1.96344
K17329	dasA; N,N'-diacetylchitobiose transport system substrate-binding protein	0	50.9602	0
K17330	dasB; N,N'-diacetylchitobiose transport system permease protein	0	24.4443	0
K17331	dasC; N,N'-diacetylchitobiose transport system permease protein	0	27.7588	0
K17363	urdA; urocanate reductase [EC:1.3.99.33]	73.6732	0	0
K17462	yrrT; putative AdoMet-dependent methyltransferase [EC:2.1.1.-]	4.94149	37.288	34.8511
K17464	dgaA; D-glucosaminate PTS system EIIA component [EC:2.7.1.203]	0	0	12.2715
K17465	dgaB; D-glucosaminate PTS system EIIB component [EC:2.7.1.203]	0	0	3.92688
K17467	dgaD; D-glucosaminate PTS system EIID component	0	40.1881	24.543
K17472	cymR; Rrf2 family transcriptional regulator, cysteine metabolism repressor	0	202.184	0
K17489	E2.1.3.1-12S; methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]	0	22.3728	0
K17490	E2.1.3.1-1.3S; methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]	0	0	1.96344
K17624	engCP, engBF, endoEF; endo-alpha-N-acetylgalactosaminidase [EC:3.2.1.97]	35.4889	349.678	130.078
K17675	SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]	170.257	0	0
K17680	PEO1; twinkle protein [EC:5.6.2.3]	73.6732	36.8737	36.3237
K17686	copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]	1047.6	1451.33	1960.99
K17713	bamB; outer membrane protein assembly factor BamB	174.3	19.0583	4.9086
K17716	capD; UDP-glucose 4-epimerase [EC:5.1.3.2]	79.0639	119.322	113.88
K17722	preT; dihydropyrimidine dehydrogenase (NAD+) subunit PreT [EC:1.3.1.1]	187.777	78.3047	76.0833
K17723	preA; dihydropyrimidine dehydrogenase (NAD+) subunit PreA [EC:1.3.1.1]	71.8763	0	9.8172
