Feature ID	Taxon
seq10744	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq10745	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; none; none; none
seq10746	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq10747	Bacteria; Proteobacteria; Gammaproteobacteria; Nitrosococcales; Methylophagaceae; Methylophaga; none
seq10748	Bacteria; none; none; none; none; none; none
seq10749	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; rhizosphera
seq10750	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Anaerocella; delicata
seq10751	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Rubritaleaceae; Luteolibacter; none
seq10752	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10753	Bacteria; Cyanobacteria; Cyanobacteriia; none; none; none; none
seq10754	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; none; none
seq10755	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; Microbacteriaceae; Gulosibacter; molinativorax
seq10756	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter; none
seq10757	Bacteria; Proteobacteria; none; none; none; none; none
seq10758	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; IMCC26134; none
seq10759	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; none
seq10760	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiales Incertae Sedis; none; none
seq10761	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq10762	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq10763	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; none; none
seq10764	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Alteromonadaceae; Rheinheimera; none
seq10765	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq10766	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq10767	Bacteria; Firmicutes; none; none; none; none; none
seq10768	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; none; none
seq10769	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; Oscillibacter; none
seq10770	Bacteria; none; none; none; none; none; none
seq10771	Bacteria; Cyanobacteria; Cyanobacteriia; Phormidesmiales; Nodosilineaceae; Nodosilinea PCC-7104; none
seq10772	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; env.OPS 17; none; none
seq10773	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae UCG-003; none
seq10774	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Halomonadaceae; Halomonas; malpeensis
seq10775	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; Candidatus Protochlamydia; none
seq10776	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cytophagaceae; Siphonobacter; none
seq10777	Bacteria; Myxococcota; bacteriap25; none; none; none; none
seq10778	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Gordonia; none
seq10779	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Conexibacter; none
seq10780	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; none; none
seq10781	Bacteria; Acidobacteriota; Acidobacteriae; Subgroup 2; none; none; none
seq10782	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq10783	Bacteria; Gemmatimonadota; BD2-11 terrestrial group; none; none; none; none
seq10784	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; none; none; none
seq10785	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; TRA3-20; none; none
seq10786	Bacteria; Chloroflexi; JG30-KF-CM66; none; none; none; none
seq10787	Bacteria; Acidobacteriota; Acidobacteriae; Solibacterales; Solibacteraceae; Candidatus Solibacter; none
seq10788	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10789	Bacteria; Desulfobacterota; Desulfuromonadia; PB19; none; none; none
seq10790	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; [Eubacterium] eligens group; none
seq10791	Bacteria; Bacteroidota; Bacteroidia; none; none; none; none
seq10792	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; JG30-KF-CM45; none; none
seq10793	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq10794	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Taibaiella; none
seq10795	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; Cellvibrio; none
seq10796	Bacteria; Chloroflexi; Anaerolineae; SBR1031; A4b; none; none
seq10797	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq10798	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq10799	Bacteria; Actinobacteriota; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; none
seq10800	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10801	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphobaculum; none
seq10802	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10803	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Pedomicrobium; none
seq10804	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq10805	Bacteria; Armatimonadota; Armatimonadia; Armatimonadales; none; none; none
seq10806	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq10807	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; none; none; none
seq10808	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Aurantisolimonas; none
seq10809	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; alphaI cluster; none
seq10810	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq10811	Bacteria; none; none; none; none; none; none
seq10812	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq10813	Bacteria; none; none; none; none; none; none
seq10814	Bacteria; Firmicutes; Bacilli; Lactobacillales; Carnobacteriaceae; Dolosigranulum; none
seq10815	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq10816	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; hefeinensis
seq10817	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; none; none; none
seq10818	Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Patulibacter; none
seq10819	Bacteria; none; none; none; none; none; none
seq10820	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq10821	Bacteria; Firmicutes; Negativicutes; Veillonellales-Selenomonadales; Veillonellaceae; Veillonella; none
seq10822	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq10823	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Dietziaceae; Dietzia; none
seq10824	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq10825	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; Staphylococcus; none
seq10826	Bacteria; Chloroflexi; Chloroflexia; Thermomicrobiales; AKYG1722; none; none
seq10827	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq10828	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq10829	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Alteromonadaceae; Rheinheimera; none
seq10830	Bacteria; Proteobacteria; Alphaproteobacteria; Defluviicoccales; Defluviicoccaceae; Defluviicoccus; none
seq10831	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Fenollaria; none
seq10832	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria Incertae Sedis; Unknown Family; Acidibacter; none
seq10833	Bacteria; Verrucomicrobiota; Verrucomicrobiae; UA11; none; none; none
seq10834	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Leuconostoc; none
seq10835	Bacteria; none; none; none; none; none; none
seq10836	Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; none; none
seq10837	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Chiayiivirga; none
seq10838	Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; none; none
seq10839	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq10840	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cytophagaceae; Rhodocytophaga; none
seq10841	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq10842	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Aliihoeflea; none
seq10843	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Anaerococcus; none
seq10844	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Idiomarinaceae; Idiomarina; none
seq10845	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq10846	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Facklamia; none
seq10847	Bacteria; Actinobacteriota; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Aeriscardovia; none
seq10848	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq10849	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae; none; none
seq10850	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Acidovorax; none
seq10851	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; none; none
seq10852	Bacteria; Firmicutes; Bacilli; Aneurinibacillales; Aneurinibacillaceae; Aneurinibacillus; none
seq10853	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia; none
seq10854	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq10855	Bacteria; Proteobacteria; Gammaproteobacteria; Competibacterales; Competibacteraceae; Candidatus Competibacter; none
seq10856	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; NS9 marine group; none; none
seq10857	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; none; none
seq10858	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq10859	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq10860	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10861	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; none; none; none
seq10862	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium-Methylorubrum; none
seq10863	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10864	Bacteria; Firmicutes; Clostridia; Oscillospirales; [Eubacterium] coprostanoligenes group; none; none
seq10865	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Microscillaceae; none; none
seq10866	Bacteria; Firmicutes; Bacilli; Thermoactinomycetales; Thermoactinomycetaceae; Laceyella; none
seq10867	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium; none
seq10868	Bacteria; Proteobacteria; Gammaproteobacteria; Coxiellales; Coxiellaceae; Coxiella; none
seq10869	Bacteria; Proteobacteria; Gammaproteobacteria; R7C24; none; none; none
seq10870	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq10871	Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae; Pajaroellobacter; none
seq10872	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Planktosalinus; none
seq10873	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; none
seq10874	Bacteria; Cyanobacteria; Cyanobacteriia; Chloroplast; none; none; none
seq10875	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq10876	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Cellvibrionaceae; none; none
seq10877	Bacteria; Spirochaetota; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema; none
seq10878	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq10879	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq10880	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Rikenellaceae RC9 gut group; none
seq10881	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; p-251-o5; none; none
seq10882	Bacteria; none; none; none; none; none; none
seq10883	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq10884	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Paludibacteraceae; none; none
seq10885	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus; none
seq10886	Bacteria; none; none; none; none; none; none
seq10887	Bacteria; Planctomycetota; Planctomycetes; Planctomycetales; none; none; none
seq10888	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq10889	Bacteria; Planctomycetota; OM190; none; none; none; none
seq10890	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; none; none
seq10891	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq10892	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prolixibacteraceae; Roseimarinus; none
seq10893	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq10894	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq10895	Bacteria; Fibrobacterota; Fibrobacteria; Fibrobacterales; Fibrobacteraceae; possible genus 04; none
seq10896	Bacteria; Chloroflexi; JG30-KF-CM66; none; none; none; none
seq10897	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; none; none
seq10898	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Gelidibacter; none
seq10899	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; none
seq10900	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq10901	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Sedimentibacteraceae; Sedimentibacter; none
seq10902	Bacteria; Bacteroidota; Bacteroidia; Bacteroidetes VC2.1 Bac22; none; none; none
seq10903	Bacteria; Myxococcota; bacteriap25; none; none; none; none
seq10904	Bacteria; Acidobacteriota; Blastocatellia; Blastocatellales; Blastocatellaceae; none; none
seq10905	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; none; none
seq10906	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium; none
seq10907	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; 1174-901-12; none
seq10908	Bacteria; Patescibacteria; Gracilibacteria; none; none; none; none
seq10909	Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; none; none
seq10910	Bacteria; Firmicutes; none; none; none; none; none
seq10911	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Soehngenia; none
seq10912	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; none; none
seq10913	Bacteria; Cyanobacteria; Cyanobacteriia; none; none; none; none
seq10914	Bacteria; Actinobacteriota; Acidimicrobiia; Actinomarinales; none; none; none
seq10915	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Dietziaceae; Dietzia; none
seq10916	Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; Saccharimonadaceae; none; none
seq10917	Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrionales; Micavibrionaceae; none; none
seq10918	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq10919	Bacteria; none; none; none; none; none; none
seq10920	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Spirosoma; none
seq10921	Bacteria; Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus; none
seq10922	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Paracoccus; none
seq10923	Bacteria; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; none; none
seq10924	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Chryseobacterium; carnipullorum/lactis/shigense
seq10925	Bacteria; Verrucomicrobiota; Chlamydiae; Chlamydiales; Parachlamydiaceae; Neochlamydia; none
seq10926	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae NK3B31 group; none
seq10927	Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae; Candidatus Udaeobacter; none
seq10928	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Tuzzerella; none
seq10929	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10930	Bacteria; Planctomycetota; Phycisphaerae; Tepidisphaerales; WD2101 soil group; none; none
seq10931	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospiraceae NK4A136 group; none
seq10932	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; none; none
seq10933	Bacteria; Actinobacteriota; Actinobacteria; Micrococcales; none; none; none
seq10934	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Dysgonomonadaceae; Dysgonomonas; none
seq10935	Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; bacteriovorus
seq10936	Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; Haliangium; none
seq10937	Bacteria; Actinobacteriota; none; none; none; none; none
seq10938	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; none; none
seq10939	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq10940	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; none
seq10941	Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; Bryobacter; none
seq10942	Bacteria; none; none; none; none; none; none
seq10943	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq10944	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq10945	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; none; none
seq10946	Bacteria; Proteobacteria; Alphaproteobacteria; none; none; none; none
seq10947	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; none
seq10948	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; none
seq10949	Bacteria; none; none; none; none; none; none
seq10950	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq10951	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq10952	Bacteria; none; none; none; none; none; none
seq10953	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq10954	Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae; none; none
seq10955	Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; none; none; none
seq10956	Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Spirosomaceae; Dyadobacter; none
seq10957	Bacteria; Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Chroococcidiopsaceae; none; none
seq10958	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Oxalobacteraceae; none; none
seq10959	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq10960	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq10961	Bacteria; Chloroflexi; Chloroflexia; Kallotenuales; AKIW781; none; none
seq10962	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq10963	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; Blautia; none
seq10964	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq10965	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq10966	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Mitochondria; none; none
seq10967	Bacteria; Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter; none
seq10968	Bacteria; none; none; none; none; none; none
seq10969	Bacteria; Proteobacteria; Gammaproteobacteria; CCD24; none; none; none
seq10970	Bacteria; none; none; none; none; none; none
seq10971	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium; none
seq10972	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; none; none; none
seq10973	Bacteria; Actinobacteriota; Actinobacteria; Propionibacteriales; Propionibacteriaceae; Cutibacterium; none
seq10974	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq10975	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Ruminococcus; none
seq10976	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Peptoniphilus; none
seq10977	Bacteria; none; none; none; none; none; none
seq10978	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; none; none; none
seq10979	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pectobacteriaceae; Nissabacter; none
seq10980	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; maltophilia/pavanii
seq10981	Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; hominis
seq10982	Bacteria; Planctomycetota; Planctomycetes; Gemmatales; Gemmataceae; Gemmata; none
seq10983	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium; none
seq10984	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium; akiainvivens
seq10985	Eukaryota; none; none; none; none; none; none
seq10986	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq10987	Bacteria; Synergistota; Synergistia; Synergistales; Synergistaceae; Fretibacterium; none
seq10988	Bacteria; none; none; none; none; none; none
seq10989	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq10990	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq10991	Bacteria; Actinobacteriota; Actinobacteria; Frankiales; Geodermatophilaceae; none; none
seq10992	Bacteria; none; none; none; none; none; none
seq10993	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; none; none; none
seq10994	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Lysobacter; none
seq10995	Bacteria; Firmicutes; Bacilli; none; none; none; none
seq10996	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq10997	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelotrichaceae; Faecalitalea; none
seq10998	Bacteria; Firmicutes; Clostridia; Peptostreptococcales-Tissierellales; Family XI; Finegoldia; none
seq10999	Bacteria; Deinococcota; Deinococci; Deinococcales; Deinococcaceae; Deinococcus; none
seq11000	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq11001	Bacteria; Firmicutes; Clostridia; Lachnospirales; Lachnospiraceae; none; none
seq11002	Bacteria; Firmicutes; Bacilli; Staphylococcales; Staphylococcaceae; none; none
seq11003	Bacteria; none; none; none; none; none; none
seq11004	Bacteria; Firmicutes; Clostridia; Oscillospirales; Oscillospiraceae; Oscillibacter; none
seq11005	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq11006	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11007	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq11008	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Pasteurellaceae; none; none
seq11009	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; none; none
seq11010	Bacteria; none; none; none; none; none; none
seq11011	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium sensu stricto 1; none
seq11012	Bacteria; Firmicutes; Clostridia; Peptococcales; Peptococcaceae; Peptococcus; none
seq11013	Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Bergeyella; none
seq11014	Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Neisseriaceae; none; none
seq11015	Bacteria; Actinobacteriota; Actinobacteria; Corynebacteriales; none; none; none
seq11016	Bacteria; Firmicutes; Clostridia; Oscillospirales; Ruminococcaceae; Faecalibacterium; none
seq11017	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; none; none
seq11018	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; none
seq11019	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Ligilactobacillus; none
seq11020	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; none; none; none
seq11021	Bacteria; Firmicutes; Bacilli; Erysipelotrichales; Erysipelatoclostridiaceae; Erysipelotrichaceae UCG-003; none
seq11022	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11023	Bacteria; none; none; none; none; none; none
seq11024	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
seq11025	Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq11026	Bacteria; Firmicutes; none; none; none; none; none
seq11027	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; none
seq11028	Bacteria; Campylobacterota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; none
seq11029	Bacteria; Firmicutes; Bacilli; Lactobacillales; none; none; none
